Device_Major_Number,Device_Minor_Number,CPU_Core_ID,Record_ID,Timestamp_nanoseconds,ProcessID,Trace_Action,OperationType,SectorNumber,IO_Size,ProcessName
259,2,2,422,0.546525505,4109,D,RS,285080960,256,[java]
259,2,12,383,0.546712035,4117,D,RS,94502320,256,[java]
259,2,9,365,0.546800461,4113,D,RS,285605016,256,[java]
259,2,27,246,0.547261856,4115,D,RS,246283696,256,[java]
259,2,6,353,0.547320081,4118,D,RS,178650552,256,[java]
259,2,8,399,0.547735088,4114,D,RS,252050864,256,[java]
259,2,11,403,0.547739567,4111,D,RS,909576808,256,[java]
259,2,10,359,0.547746594,4116,D,RS,521010608,256,[java]
259,2,4,419,0.547944489,4110,D,RS,949091760,256,[java]
259,2,0,567,0.548042776,4112,D,RS,163978680,256,[java]
259,2,3,393,0.548189496,4124,D,RS,481164720,256,[java]
259,2,7,354,0.548191983,4120,D,RS,825097528,256,[java]
259,2,5,436,0.548558727,4121,D,RS,990334024,256,[java]
259,2,2,428,0.548774866,4109,D,RS,152960432,256,[java]
259,2,12,389,0.548915355,4117,D,RS,438697392,256,[java]
259,2,13,256,0.549052145,4123,D,RS,631635376,256,[java]
259,2,9,371,0.549068588,4113,D,RS,228982192,256,[java]
259,2,1,239,0.549515754,4122,D,RS,155844016,256,[java]
259,2,6,359,0.549550059,4118,D,RS,944208280,256,[java]
259,2,15,242,0.549940134,4119,D,RS,686161328,256,[java]
259,2,10,365,0.550059550,4116,D,RS,896924920,256,[java]
259,2,8,405,0.550063689,4114,D,RS,664927672,256,[java]
259,2,11,409,0.550067694,4111,D,RS,231341496,256,[java]
259,2,0,573,0.550251935,4112,D,RS,567934240,256,[java]
259,2,3,399,0.550455426,4124,D,RS,255281184,256,[java]
259,2,7,360,0.550457930,4120,D,RS,868103344,256,[java]
259,2,27,252,0.550697242,4115,D,RS,437386672,256,[java]
259,2,5,442,0.550760779,4121,D,RS,960101584,256,[java]
259,2,2,434,0.551007999,4109,D,RS,377683632,256,[java]
259,2,9,377,0.551304700,4113,D,RS,752745816,256,[java]
259,2,6,365,0.551791609,4118,D,RS,80084400,256,[java]
259,2,10,371,0.552268875,4116,D,RS,946208184,256,[java]
259,2,8,411,0.552326274,4114,D,RS,417201584,256,[java]
259,2,11,415,0.552357880,4111,D,RS,269916736,256,[java]
259,2,4,425,0.552365470,4110,D,RS,427425200,256,[java]
259,2,0,579,0.552472847,4112,D,RS,814874048,256,[java]
259,2,13,262,0.552492825,4123,D,RS,492961144,256,[java]
259,2,7,366,0.552690468,4120,D,RS,390266544,256,[java]
259,2,3,405,0.552695231,4124,D,RS,554827184,256,[java]
259,2,1,245,0.552968240,4122,D,RS,684326328,256,[java]
259,2,5,448,0.552979983,4121,D,RS,429784496,256,[java]
259,2,2,443,0.553201191,4109,D,RS,846485816,112,[java]
259,2,2,444,0.553202080,4109,D,RS,846485936,136,[java]
259,2,15,248,0.553330629,4119,D,RS,442367408,256,[java]
259,2,12,398,0.553356966,4117,D,RS,670826360,136,[java]
259,2,12,399,0.553358036,4117,D,RS,670971488,120,[java]
259,2,2,451,0.553414601,4109,D,RS,66977208,256,[java]
259,2,9,383,0.553526083,4113,D,RS,408550832,256,[java]
259,2,6,371,0.554017366,4118,D,RS,480902584,256,[java]
259,2,27,258,0.554134580,4115,D,RS,562233008,256,[java]
259,2,10,377,0.554481543,4116,D,RS,409192536,256,[java]
259,2,8,417,0.554556147,4114,D,RS,721616496,256,[java]
259,2,11,421,0.554581479,4111,D,RS,896472040,256,[java]
259,2,4,431,0.554601424,4110,D,RS,228457904,256,[java]
259,2,0,588,0.554701482,4112,D,RS,697302848,192,[java]
259,2,0,589,0.554702252,4112,D,RS,698510176,64,[java]
259,2,7,372,0.554900740,4120,D,RS,199440480,256,[java]
259,2,3,411,0.554927856,4124,D,RS,937653512,256,[java]
259,2,5,454,0.555181689,4121,D,RS,256245424,256,[java]
259,2,12,406,0.555585513,4117,D,RS,498570232,256,[java]
259,2,2,457,0.555629792,4109,D,RS,386823128,256,[java]
259,2,9,389,0.555734749,4113,D,RS,329645488,256,[java]
259,2,13,268,0.555927039,4123,D,RS,158530760,256,[java]
259,2,6,377,0.556264783,4118,D,RS,296615352,256,[java]
259,2,1,251,0.556447286,4122,D,RS,85065144,256,[java]
259,2,10,383,0.556775943,4116,D,RS,299761072,256,[java]
259,2,15,254,0.556792160,4119,D,RS,253361472,256,[java]
259,2,8,423,0.556795419,4114,D,RS,243662256,256,[java]
259,2,4,440,0.556832187,4110,D,RS,971976752,96,[java]
259,2,4,441,0.556833234,4110,D,RS,976486240,160,[java]
259,2,11,427,0.556856888,4111,D,RS,182582712,256,[java]
259,2,0,596,0.556955417,4112,D,RS,329383288,256,[java]
259,2,7,378,0.557160913,4120,D,RS,164756912,256,[java]
259,2,3,417,0.557224123,4124,D,RS,669394736,256,[java]
259,2,5,460,0.557428683,4121,D,RS,13761968,256,[java]
259,2,27,264,0.557571087,4115,D,RS,388234936,256,[java]
259,2,12,412,0.557839013,4117,D,RS,955907512,256,[java]
259,2,2,466,0.557881249,4109,D,RS,669408432,24,[java]
259,2,2,467,0.557882393,4109,D,RS,683147032,232,[java]
259,2,9,395,0.557996860,4113,D,RS,10616248,256,[java]
259,2,6,383,0.558528801,4118,D,RS,997588408,256,[java]
259,2,10,392,0.559058807,4116,D,RS,872613848,96,[java]
259,2,10,393,0.559059790,4116,D,RS,878968672,160,[java]
259,2,8,429,0.559061100,4114,D,RS,145358256,256,[java]
259,2,4,448,0.559113244,4110,D,RS,398195888,256,[java]
259,2,11,433,0.559120204,4111,D,RS,961674680,256,[java]
259,2,0,602,0.559167616,4112,D,RS,853671352,256,[java]
259,2,13,274,0.559370530,4123,D,RS,393608424,256,[java]
259,2,7,384,0.559397474,4120,D,RS,525271600,256,[java]
259,2,3,423,0.559474291,4124,D,RS,6159792,256,[java]
259,2,5,466,0.559653160,4121,D,RS,973064832,256,[java]
259,2,1,257,0.559871674,4122,D,RS,82705848,256,[java]
259,2,12,418,0.560090965,4117,D,RS,461241784,256,[java]
259,2,2,474,0.560137975,4109,D,RS,350879096,256,[java]
259,2,15,263,0.560213036,4119,D,RS,995622664,248,[java]
259,2,15,264,0.560213676,4119,D,RS,995755760,8,[java]
259,2,9,401,0.560246732,4113,D,RS,670286120,256,[java]
259,2,6,389,0.560782341,4118,D,RS,962592512,256,[java]
259,2,27,270,0.560996337,4115,D,RS,277020216,256,[java]
259,2,8,435,0.561316227,4114,D,RS,772275840,256,[java]
259,2,10,400,0.561333359,4116,D,RS,127857864,256,[java]
259,2,4,454,0.587006106,4110,D,RS,21626288,256,[java]
259,2,11,439,0.587077604,4111,D,RS,296091056,256,[java]
259,2,0,608,0.587081517,4112,D,RS,135658936,256,[java]
259,2,9,407,0.587511228,4113,D,RS,9133368,256,[java]
259,2,5,472,0.587536546,4121,D,RS,170786192,256,[java]
259,2,6,398,0.587537562,4118,D,RS,579862336,192,[java]
259,2,6,399,0.587538520,4118,D,RS,579928064,64,[java]
259,2,8,441,0.587549706,4114,D,RS,665189808,256,[java]
259,2,15,271,0.587551277,4119,D,RS,709609576,256,[java]
259,2,1,263,0.587552235,4122,D,RS,563534080,256,[java]
259,2,2,480,0.587554568,4109,D,RS,770047416,256,[java]
259,2,3,429,0.587556267,4124,D,RS,259390896,256,[java]
259,2,12,424,0.587560752,4117,D,RS,17431984,256,[java]
259,2,10,406,0.587562831,4116,D,RS,411041056,256,[java]
259,2,7,393,0.587568560,4120,D,RS,910163824,144,[java]
259,2,7,394,0.587569713,4120,D,RS,938442752,112,[java]
259,2,27,276,0.587578938,4115,D,RS,756022984,256,[java]
259,2,13,280,0.587579119,4123,D,RS,428478016,256,[java]
259,2,13,288,0.587787411,4123,D,RS,197447488,144,[java]
259,2,13,289,0.587788841,4123,D,RS,197447640,104,[java]
259,2,13,300,0.589172869,4123,D,RS,838860568,232,[java]
259,2,13,301,0.589173881,4123,D,RS,839254712,24,[java]
259,2,4,460,0.589230200,4110,D,RS,956721016,256,[java]
259,2,11,445,0.589323253,4111,D,RS,39825096,256,[java]
259,2,0,614,0.589338433,4112,D,RS,61079264,256,[java]
259,2,9,413,0.589767412,4113,D,RS,814611888,256,[java]
259,2,5,478,0.589902242,4121,D,RS,113899640,256,[java]
259,2,8,447,0.590023453,4114,D,RS,673054136,256,[java]
259,2,6,406,0.590042443,4118,D,RS,940178864,256,[java]
259,2,7,401,0.590081355,4120,D,RS,432405936,256,[java]
259,2,2,486,0.590088380,4109,D,RS,728740616,256,[java]
259,2,10,412,0.590090496,4116,D,RS,742784432,256,[java]
259,2,12,430,0.590094932,4117,D,RS,753008048,256,[java]
259,2,3,435,0.590096367,4124,D,RS,970718832,256,[java]
259,2,27,282,0.591082759,4115,D,RS,162397552,256,[java]
259,2,15,277,0.591088931,4119,D,RS,701889976,256,[java]
259,2,1,269,0.591089011,4122,D,RS,880699704,256,[java]
259,2,4,466,0.591498437,4110,D,RS,720240048,256,[java]
259,2,11,451,0.591618023,4111,D,RS,417526808,256,[java]
259,2,0,620,0.591629940,4112,D,RS,524484272,256,[java]
259,2,9,419,0.592027712,4113,D,RS,400686520,256,[java]
259,2,5,484,0.592180958,4121,D,RS,184786888,256,[java]
259,2,8,453,0.592292859,4114,D,RS,223739312,256,[java]
259,2,6,412,0.592321929,4118,D,RS,700841392,256,[java]
259,2,7,407,0.592524732,4120,D,RS,316015480,256,[java]
259,2,10,418,0.592539790,4116,D,RS,507116872,256,[java]
259,2,12,436,0.592557291,4117,D,RS,608828848,256,[java]
259,2,3,441,0.592563261,4124,D,RS,612236728,256,[java]
259,2,2,492,0.592565324,4109,D,RS,564545544,256,[java]
259,2,13,308,0.592606741,4123,D,RS,314499680,256,[java]
259,2,5,490,0.592862534,4121,D,RS,953574720,256,[java]
259,2,4,472,0.593721782,4110,D,RS,680132016,256,[java]
259,2,11,457,0.593876874,4111,D,RS,880424008,256,[java]
259,2,0,626,0.593887444,4112,D,RS,661781936,256,[java]
259,2,9,425,0.594272980,4113,D,RS,768474552,256,[java]
259,2,27,288,0.594504607,4115,D,RS,848952752,256,[java]
259,2,8,459,0.594579556,4114,D,RS,497417656,256,[java]
259,2,15,283,0.594610895,4119,D,RS,680670488,256,[java]
259,2,6,418,0.594629668,4118,D,RS,714472888,256,[java]
259,2,1,275,0.594639639,4122,D,RS,464645968,256,[java]
259,2,2,498,0.594975696,4109,D,RS,575274416,256,[java]
259,2,12,442,0.594989478,4117,D,RS,592838008,256,[java]
259,2,10,424,0.594992487,4116,D,RS,628489480,256,[java]
259,2,3,447,0.594995079,4124,D,RS,814201272,256,[java]
259,2,7,413,0.594998086,4120,D,RS,614071728,256,[java]
259,2,5,496,0.595117375,4121,D,RS,935526064,256,[java]
259,2,4,478,0.595993990,4110,D,RS,66452920,256,[java]
259,2,13,314,0.596082971,4123,D,RS,817757616,256,[java]
259,2,11,463,0.596163344,4111,D,RS,659160496,256,[java]
259,2,0,632,0.596189020,4112,D,RS,929692704,256,[java]
259,2,9,434,0.596572248,4113,D,RS,828637040,144,[java]
259,2,9,435,0.596573752,4113,D,RS,836122400,112,[java]
259,2,8,465,0.596883401,4114,D,RS,77462864,256,[java]
259,2,6,424,0.596892353,4118,D,RS,51096608,256,[java]
259,2,10,430,0.597231351,4116,D,RS,898235824,256,[java]
259,2,7,422,0.597315713,4120,D,RS,848559984,144,[java]
259,2,7,423,0.597316665,4120,D,RS,848967800,112,[java]
259,2,3,453,0.597406026,4124,D,RS,679345584,256,[java]
259,2,2,504,0.597409865,4109,D,RS,986578352,256,[java]
259,2,12,448,0.597415432,4117,D,RS,203292080,256,[java]
259,2,5,502,0.597425180,4121,D,RS,766901616,256,[java]
259,2,27,294,0.597966002,4115,D,RS,22150576,256,[java]
259,2,15,289,0.598067374,4119,D,RS,7278344,256,[java]
259,2,1,281,0.598110678,4122,D,RS,454426032,256,[java]
259,2,4,484,0.598230688,4110,D,RS,25558448,256,[java]
259,2,0,638,0.598406478,4112,D,RS,906886576,256,[java]
259,2,11,469,0.598418862,4111,D,RS,665976240,256,[java]
259,2,9,442,0.598849128,4113,D,RS,249429224,256,[java]
259,2,8,471,0.599155421,4114,D,RS,875691448,256,[java]
259,2,6,430,0.599188420,4118,D,RS,643693808,256,[java]
259,2,10,436,0.599480855,4116,D,RS,497679792,256,[java]
259,2,7,430,0.599578624,4120,D,RS,890371504,256,[java]
259,2,13,320,0.599582017,4123,D,RS,441843128,256,[java]
259,2,5,508,0.599797473,4121,D,RS,378404272,256,[java]
259,2,3,459,0.599808231,4124,D,RS,591003064,256,[java]
259,2,2,510,0.599809090,4109,D,RS,990772552,256,[java]
259,2,12,454,0.599812080,4117,D,RS,356383912,256,[java]
259,2,4,490,0.600444328,4110,D,RS,791805360,256,[java]
259,2,0,644,0.600650767,4112,D,RS,754842920,256,[java]
259,2,11,475,0.600667796,4111,D,RS,455998896,256,[java]
259,2,9,448,0.601062669,4113,D,RS,101317928,256,[java]
259,2,27,300,0.601444199,4115,D,RS,916061616,256,[java]
259,2,6,436,0.601459298,4118,D,RS,572256456,256,[java]
259,2,8,477,0.601464526,4114,D,RS,71695632,256,[java]
259,2,15,295,0.601521892,4119,D,RS,154533152,256,[java]
259,2,1,287,0.601599082,4122,D,RS,973274800,256,[java]
259,2,10,442,0.601709654,4116,D,RS,597818800,256,[java]
259,2,7,436,0.601833103,4120,D,RS,845020592,256,[java]
259,2,2,516,0.602035922,4109,D,RS,894303664,256,[java]
259,2,12,460,0.602090396,4117,D,RS,288620152,256,[java]
259,2,3,465,0.602125726,4124,D,RS,963247544,256,[java]
259,2,5,514,0.602129178,4121,D,RS,211942832,256,[java]
259,2,4,496,0.602694700,4110,D,RS,907410736,256,[java]
259,2,0,650,0.602893358,4112,D,RS,60279192,256,[java]
259,2,11,481,0.602958947,4111,D,RS,10878384,256,[java]
259,2,13,326,0.603089193,4123,D,RS,286391728,256,[java]
259,2,9,454,0.603330408,4113,D,RS,972684728,256,[java]
259,2,6,442,0.603746054,4118,D,RS,188087728,256,[java]
259,2,8,483,0.603755152,4114,D,RS,9567664,256,[java]
259,2,7,442,0.604103867,4120,D,RS,459523352,256,[java]
259,2,2,522,0.604330484,4109,D,RS,523631888,256,[java]
259,2,12,466,0.604339939,4117,D,RS,650363016,256,[java]
259,2,3,471,0.604379750,4124,D,RS,201194928,256,[java]
259,2,5,520,0.604394155,4121,D,RS,749687944,256,[java]
259,2,27,306,0.604866028,4115,D,RS,153615832,256,[java]
259,2,4,502,0.604916594,4110,D,RS,860799472,256,[java]
259,2,15,301,0.605008777,4119,D,RS,165019056,256,[java]
259,2,1,293,0.605093202,4122,D,RS,193134256,256,[java]
259,2,0,656,0.605130490,4112,D,RS,11402672,256,[java]
259,2,11,487,0.605191141,4111,D,RS,824049072,256,[java]
259,2,9,460,0.605541619,4113,D,RS,283770288,256,[java]
259,2,8,489,0.606004213,4114,D,RS,725220712,256,[java]
259,2,6,448,0.606012375,4118,D,RS,65982312,256,[java]
259,2,10,448,0.606194155,4116,D,RS,309984624,256,[java]
259,2,7,448,0.606293603,4120,D,RS,356712112,256,[java]
259,2,13,332,0.606513619,4123,D,RS,960363952,256,[java]
259,2,2,528,0.606547823,4109,D,RS,986409992,256,[java]
259,2,12,472,0.606584286,4117,D,RS,164232624,256,[java]
259,2,5,526,0.606663108,4121,D,RS,20839864,256,[java]
259,2,3,477,0.606663228,4124,D,RS,587969800,256,[java]
259,2,4,508,0.607130499,4110,D,RS,518913456,256,[java]
259,2,0,662,0.607355861,4112,D,RS,683337464,256,[java]
259,2,11,493,0.607422628,4111,D,RS,319485864,256,[java]
259,2,9,469,0.607751306,4113,D,RS,154402664,152,[java]
259,2,9,470,0.607752309,4113,D,RS,154797032,104,[java]
259,2,27,312,0.608247642,4115,D,RS,988236944,256,[java]
259,2,6,454,0.608303041,4118,D,RS,919731448,256,[java]
259,2,8,495,0.608307743,4114,D,RS,639591320,256,[java]
259,2,10,454,0.608453178,4116,D,RS,325451184,256,[java]
259,2,15,307,0.608478732,4119,D,RS,775902488,256,[java]
259,2,1,299,0.608537477,4122,D,RS,38665504,256,[java]
259,2,7,454,0.608539815,4120,D,RS,323910792,256,[java]
259,2,2,534,0.608830015,4109,D,RS,91880888,256,[java]
259,2,12,478,0.608837087,4117,D,RS,840302008,256,[java]
259,2,3,483,0.608939250,4124,D,RS,402610536,256,[java]
259,2,5,532,0.608948171,4121,D,RS,678615376,256,[java]
259,2,4,514,0.609368149,4110,D,RS,603423120,256,[java]
259,2,0,668,0.609619325,4112,D,RS,596770008,256,[java]
259,2,11,499,0.609648057,4111,D,RS,818544048,256,[java]
259,2,13,338,0.609942922,4123,D,RS,416494760,256,[java]
259,2,9,477,0.610019743,4113,D,RS,843709872,256,[java]
259,2,6,460,0.610513222,4118,D,RS,35257784,256,[java]
259,2,8,501,0.610546894,4114,D,RS,937032952,256,[java]
259,2,10,460,0.610701288,4116,D,RS,200408408,256,[java]
259,2,7,460,0.610751519,4120,D,RS,47185568,256,[java]
259,2,12,487,0.611083877,4117,D,RS,115605352,152,[java]
259,2,12,488,0.611084906,4117,D,RS,116013016,104,[java]
259,2,5,538,0.611190878,4121,D,RS,561512048,256,[java]
259,2,4,523,0.611584409,4110,D,RS,99352424,152,[java]
259,2,4,524,0.611585397,4110,D,RS,99484088,104,[java]
259,2,0,677,0.611934197,4112,D,RS,94371688,152,[java]
259,2,0,678,0.611935111,4112,D,RS,95317752,104,[java]
259,2,11,505,0.611940386,4111,D,RS,83768856,256,[java]
259,2,15,316,0.611945632,4119,D,RS,113246056,152,[java]
259,2,15,317,0.611947023,4119,D,RS,113344512,104,[java]
259,2,1,305,0.611982874,4122,D,RS,393383144,256,[java]
259,2,9,486,0.612228444,4113,D,RS,72821176,104,[java]
259,2,9,487,0.612229494,4113,D,RS,73138024,152,[java]
259,2,6,466,0.612745189,4118,D,RS,239599352,256,[java]
259,2,8,507,0.612796520,4114,D,RS,73896704,256,[java]
259,2,10,469,0.612951289,4116,D,RS,114032480,160,[java]
259,2,10,470,0.612952267,4116,D,RS,114164152,96,[java]
259,2,7,466,0.612972834,4120,D,RS,850132608,256,[java]
259,2,2,543,0.613257337,4109,D,RS,41680696,200,[java]
259,2,2,544,0.613258090,4109,D,RS,41825952,56,[java]
259,2,12,495,0.613312456,4117,D,RS,113475880,256,[java]
259,2,13,347,0.613384070,4123,D,RS,405447496,96,[java]
259,2,13,348,0.613385627,4123,D,RS,411565920,160,[java]
259,2,5,547,0.613412885,4121,D,RS,275251008,192,[java]
259,2,5,548,0.613413689,4121,D,RS,275382712,64,[java]
259,2,4,534,0.613789100,4110,D,RS,131071800,200,[java]
259,2,4,535,0.613789799,4110,D,RS,131203520,56,[java]
259,2,11,511,0.614154801,4111,D,RS,706051424,256,[java]
259,2,9,497,0.614443330,4113,D,RS,605814560,224,[java]
259,2,9,498,0.614444190,4113,D,RS,605946296,32,[java]
259,2,6,475,0.614947166,4118,D,RS,136314712,168,[java]
259,2,6,476,0.614948094,4118,D,RS,136500600,88,[java]
259,2,27,318,0.615074234,4115,D,RS,212204848,256,[java]
259,2,10,477,0.615200931,4116,D,RS,958044624,256,[java]
259,2,7,472,0.615212966,4120,D,RS,272235824,256,[java]
259,2,15,324,0.615401866,4119,D,RS,168808368,256,[java]
259,2,2,551,0.615498866,4109,D,RS,959142400,256,[java]
259,2,12,504,0.615570923,4117,D,RS,241696600,168,[java]
259,2,12,505,0.615571758,4117,D,RS,241828280,88,[java]
259,2,5,555,0.615655679,4121,D,RS,976996944,256,[java]
259,2,3,489,0.615664476,4124,D,RS,136486896,256,[java]
259,2,4,542,0.616064753,4110,D,RS,926809528,256,[java]
259,2,0,688,0.616326578,4112,D,RS,101973856,160,[java]
259,2,0,689,0.616327438,4112,D,RS,102105528,96,[java]
259,2,11,517,0.616390606,4111,D,RS,967207256,256,[java]
259,2,9,505,0.616671012,4113,D,RS,729415088,256,[java]
259,2,13,355,0.616829193,4123,D,RS,432668080,256,[java]
259,2,6,483,0.617196456,4118,D,RS,255720880,256,[java]
259,2,8,516,0.617255995,4114,D,RS,555220816,176,[java]
259,2,8,517,0.617257275,4114,D,RS,555615360,80,[java]
259,2,10,483,0.617454692,4116,D,RS,279630528,256,[java]
259,2,2,557,0.617700385,4109,D,RS,47840608,256,[java]
259,2,12,512,0.617776293,4117,D,RS,636353976,256,[java]
259,2,5,561,0.617892588,4121,D,RS,168506616,256,[java]
259,2,4,548,0.618295959,4110,D,RS,622198192,256,[java]
259,2,27,324,0.618471514,4115,D,RS,246807984,256,[java]
259,2,0,696,0.618545830,4112,D,RS,703462832,256,[java]
259,2,7,478,0.618556603,4120,D,RS,341751576,256,[java]
259,2,11,523,0.618620011,4111,D,RS,763559600,256,[java]
259,2,15,330,0.618824912,4119,D,RS,522658232,256,[java]
259,2,1,311,0.618885946,4122,D,RS,782237352,256,[java]
259,2,9,511,0.618913379,4113,D,RS,576060848,256,[java]
259,2,8,524,0.619516118,4114,D,RS,138017152,256,[java]
259,2,10,489,0.619707046,4116,D,RS,279183104,256,[java]
259,2,12,518,0.620012481,4117,D,RS,708181424,256,[java]
259,2,3,495,0.620139621,4124,D,RS,957480016,256,[java]
259,2,13,361,0.620289316,4123,D,RS,619052464,256,[java]
259,2,4,554,0.620544636,4110,D,RS,155057592,256,[java]
259,2,0,702,0.620824644,4112,D,RS,932052400,256,[java]
259,2,7,484,0.620830645,4120,D,RS,709033648,256,[java]
259,2,11,529,0.620857754,4111,D,RS,943286848,256,[java]
259,2,9,517,0.621170420,4113,D,RS,44432504,256,[java]
259,2,6,489,0.621653296,4118,D,RS,861011376,256,[java]
259,2,8,530,0.621760406,4114,D,RS,692452784,256,[java]
259,2,27,330,0.621858765,4115,D,RS,589168056,256,[java]
259,2,10,495,0.621926421,4116,D,RS,124386736,256,[java]
259,2,2,563,0.622159981,4109,D,RS,187343352,256,[java]
259,2,12,524,0.622255831,4117,D,RS,217172968,256,[java]
259,2,15,336,0.622279858,4119,D,RS,985005336,256,[java]
259,2,5,567,0.622329185,4121,D,RS,534379952,256,[java]
259,2,3,501,0.622381642,4124,D,RS,753532336,256,[java]
259,2,4,560,0.622754232,4110,D,RS,649330416,256,[java]
259,2,7,490,0.623047268,4120,D,RS,911342952,256,[java]
259,2,0,708,0.623055683,4112,D,RS,479067568,256,[java]
259,2,9,523,0.623399373,4113,D,RS,939392432,256,[java]
259,2,13,367,0.623742327,4123,D,RS,582352312,256,[java]
259,2,6,495,0.623886976,4118,D,RS,472775952,256,[java]
259,2,8,536,0.624016042,4114,D,RS,597556656,256,[java]
259,2,10,501,0.624147930,4116,D,RS,48102608,256,[java]
259,2,2,569,0.624405486,4109,D,RS,692977072,256,[java]
259,2,5,573,0.624544783,4121,D,RS,603061680,256,[java]
259,2,3,507,0.624611446,4124,D,RS,889388496,256,[java]
259,2,7,496,0.625269229,4120,D,RS,607031680,256,[java]
259,2,0,714,0.625294889,4112,D,RS,148503984,256,[java]
259,2,27,336,0.625331918,4115,D,RS,907115944,256,[java]
259,2,15,342,0.625710796,4119,D,RS,717618384,256,[java]
259,2,11,535,0.625903009,4111,D,RS,32536144,256,[java]
259,2,8,542,0.626231413,4114,D,RS,792263144,256,[java]
259,2,10,507,0.626378151,4116,D,RS,22228200,256,[java]
259,2,11,541,0.626445326,4111,D,RS,729939448,256,[java]
259,2,2,575,0.626636150,4109,D,RS,65666480,256,[java]
259,2,12,530,0.626675923,4117,D,RS,808189696,256,[java]
259,2,12,535,0.626685542,4117,D,RS,808321800,8,[java]
259,2,12,541,0.626798264,4117,D,RS,808321808,200,[java]
259,2,3,513,0.626834259,4124,D,RS,605683048,256,[java]
259,2,13,373,0.627161973,4123,D,RS,422182320,256,[java]
259,2,4,566,0.627174594,4110,D,RS,851967688,256,[java]
259,2,8,548,0.627387753,4114,D,RS,996277680,256,[java]
259,2,7,502,0.627541912,4120,D,RS,629382776,256,[java]
259,2,0,720,0.627556646,4112,D,RS,208272440,256,[java]
259,2,11,547,0.627603255,4111,D,RS,411696416,256,[java]
259,2,9,529,0.627862690,4113,D,RS,508529936,256,[java]
259,2,27,342,0.627943859,4115,D,RS,752090872,256,[java]
259,2,6,504,0.628278394,4118,D,RS,430702376,216,[java]
259,2,6,505,0.628279871,4118,D,RS,430834104,40,[java]
259,2,10,513,0.628679794,4116,D,RS,5376888,256,[java]
259,2,2,581,0.628860375,4109,D,RS,805502640,256,[java]
259,2,2,586,0.628864095,4109,D,RS,805503664,8,[java]
259,2,5,579,0.628972040,4121,D,RS,8584880,256,[java]
259,2,3,519,0.629036892,4124,D,RS,188716696,256,[java]
259,2,2,593,0.629064241,4109,D,RS,805503232,8,[java]
259,2,15,348,0.629119164,4119,D,RS,858127792,256,[java]
259,2,12,548,0.629136351,4117,D,RS,442699616,256,[java]
259,2,2,599,0.629224005,4109,D,RS,805503240,256,[java]
259,2,1,317,0.629292004,4122,D,RS,112171592,256,[java]
259,2,4,572,0.629391343,4110,D,RS,72769168,256,[java]
259,2,2,605,0.629466601,4109,D,RS,805503496,168,[java]
259,2,0,726,0.629790358,4112,D,RS,605420912,256,[java]
259,2,7,508,0.629794840,4120,D,RS,323779280,256,[java]
259,2,11,553,0.629812993,4111,D,RS,120454512,256,[java]
259,2,9,535,0.630068175,4113,D,RS,72351480,256,[java]
259,2,7,514,0.630353246,4120,D,RS,778989552,256,[java]
259,2,6,512,0.630467549,4118,D,RS,899808688,256,[java]
259,2,13,379,0.630570249,4123,D,RS,867330408,256,[java]
259,2,10,519,0.630883597,4116,D,RS,445513136,256,[java]
259,2,5,585,0.631187244,4121,D,RS,876805616,256,[java]
259,2,3,528,0.631267394,4124,D,RS,443285360,144,[java]
259,2,3,529,0.631268349,4124,D,RS,443444160,112,[java]
259,2,27,348,0.631320818,4115,D,RS,399375672,256,[java]
259,2,12,554,0.631362988,4117,D,RS,106954360,256,[java]
259,2,4,578,0.631614419,4110,D,RS,699268528,256,[java]
259,2,2,611,0.631768175,4109,D,RS,97396728,256,[java]
259,2,8,554,0.631787783,4114,D,RS,807795992,256,[java]
259,2,11,559,0.632009384,4111,D,RS,785251768,256,[java]
259,2,0,732,0.632039175,4112,D,RS,480247488,256,[java]
259,2,9,541,0.632288154,4113,D,RS,499776944,256,[java]
259,2,15,354,0.632536481,4119,D,RS,659684792,256,[java]
259,2,7,520,0.632559962,4120,D,RS,614596016,256,[java]
259,2,6,518,0.632686488,4118,D,RS,127664616,256,[java]
259,2,1,326,0.632723649,4122,D,RS,193986416,144,[java]
259,2,1,327,0.632725068,4122,D,RS,194119760,112,[java]
259,2,6,523,0.632780960,4118,D,RS,56229304,256,[java]
259,2,10,525,0.633123802,4116,D,RS,27786272,256,[java]
259,2,5,591,0.633395863,4121,D,RS,408026424,256,[java]
259,2,3,536,0.633523701,4124,D,RS,367932872,256,[java]
259,2,12,563,0.633593304,4117,D,RS,921960288,160,[java]
259,2,12,564,0.633594235,4117,D,RS,937345024,96,[java]
259,2,4,584,0.633841446,4110,D,RS,257555896,256,[java]
259,2,13,385,0.634005304,4123,D,RS,966393088,256,[java]
259,2,2,617,0.634013793,4109,D,RS,446299568,256,[java]
259,2,8,560,0.634035693,4114,D,RS,732298672,256,[java]
259,2,11,565,0.634243690,4111,D,RS,214930744,256,[java]
259,2,0,738,0.634283579,4112,D,RS,257031608,256,[java]
259,2,9,550,0.634557897,4113,D,RS,730857240,232,[java]
259,2,9,551,0.634558716,4113,D,RS,730988992,24,[java]
259,2,27,354,0.634701219,4115,D,RS,168164456,256,[java]
259,2,7,526,0.634834680,4120,D,RS,786136048,256,[java]
259,2,6,530,0.635037134,4118,D,RS,247070128,256,[java]
